"","gene","distance","Z","p.value","p.adj"
"6418","Hdac7",0.0607947705261057,30.1920728743459,1.50497217833882e-200,1.13113708923946e-196
"6931","Cul9",0.0398474938021293,19.7517197472723,3.87660776089713e-87,1.45682919654514e-83
"5132","Rnf145",0.0397575676008099,19.7068995393989,9.40736106867313e-87,2.35685752640491e-83
"5897","Hmgcs1",0.0349421891995,17.3068619778283,2.08780378699595e-67,3.92298331576538e-64
"67","Pdcl3",0.0336323073805176,16.6540024713104,1.41511946753679e-62,2.1272075836013e-59
"4252","Psmb10",0.0314010397830388,15.5419141580829,9.02551264615996e-55,1.1305958841423e-51
"2119","Fam213b",0.0310430613797896,15.3634937843495,1.43823107718238e-53,1.54424925372897e-50
"3573","Tollip",0.030428753591414,15.0573160255952,1.54541303358925e-51,1.4519155450571e-48
"5765","Tmed9",0.0293426834053405,14.5160066987167,4.7969390295261e-48,4.0059770828798e-45
"5125","Gabrg2",0.0288361021304353,14.263521019205,1.84669625694886e-46,1.38797690672276e-43
"4784","Coro2b",0.0287954007247834,14.2432349909363,2.46934326377671e-46,1.54663199781228e-43
"6545","Tango2",0.0287954007247592,14.2432349909243,2.46934326420269e-46,1.54663199781228e-43
"3513","Tial1",0.0266584988260878,13.1781795799501,5.85922102992602e-40,3.38753117391723e-37
"5381","Ypel2",0.0258503647916426,12.775396688179,1.12498818749109e-37,6.03957944084503e-35
"4183","Dhps",0.0245656418376167,12.1350766366882,3.44227598919419e-34,1.72480975565223e-31
"1603","5330417C22Rik",0.0244017721083821,12.0534021611661,9.30533043400893e-34,4.37117897137569e-31
"3495","Zfp771",0.0241119447861415,11.9089490358297,5.31543559606372e-33,2.35004787882441e-30
"1034","Slmo2",0.0240508850240979,11.8785161788053,7.65300973837703e-33,3.1955567329801e-30
"707","Ndufs3",0.021619583378817,10.6667286958953,7.28323608776824e-27,2.88109486503506e-24
"228","2310035C23Rik",0.0211912377871687,10.4532365414657,7.08042554211615e-26,2.66082391872725e-23
"7039","Nrxn1",0.0204135235580725,10.0656152152806,3.91978219896297e-24,1.40290871463836e-21
"5252","Eif4a1",0.0198517237087696,9.78560799091692,6.49063630448821e-23,2.21743738475152e-20
"3349","Sytl2",0.0198360774212286,9.77780970910644,7.01059424342372e-23,2.29094027537273e-20
"1868","Prkaa2",0.0187170590762337,9.22007865741093,1.48441177516934e-20,4.64868287590532e-18
"5512","Ccdc43",0.0183146348250026,9.01950598416496,9.44696933736397e-20,2.84013686158511e-17
"2932","Mkrn2",0.0182991531975313,9.01178977074435,1.01360324816073e-19,2.93009308199079e-17
"1304","Shroom2",0.0182892256071408,9.00684175049602,1.06037887730642e-19,2.95178060808705e-17
"2624","Rac1",0.0180899356086832,8.90751342319083,2.60949432344769e-19,7.0046283339403e-17
"4291","Vat1l",0.018020793668773,8.87305231981852,3.55839386857985e-19,9.22237528146418e-17
