"","gene","distance","Z","p.value","p.adj"
"3860","Atp2b1",0.000572962485769317,23.1830560117288,3.37491721939934e-119,2.53658778210054e-115
"7298","Malat1",0.000519689974202517,20.991213124216,3.94530277923874e-98,1.48264478443792e-94
"6129","Meg3",0.000439378863348379,17.6868947818534,2.64560294712525e-70,6.6281172501978e-67
"7352","Fth1",0.000424298426429825,17.0664256613189,1.31934133101788e-65,2.4790423609826e-62
"7506","mt-Atp6",0.000393539960118395,15.8009000903878,1.53352952677395e-56,2.3052015846466e-53
"3007","Ptpro",0.000380980287739982,15.2841452432355,4.87671383676929e-53,6.108896866193e-50
"7507","mt-Co3",0.000378193688852083,15.1694934880779,2.81548378301313e-52,3.02302515901809e-49
"7504","mt-Co2",0.000376040448808115,15.0809006334015,1.0814909455171e-51,1.01606074331331e-48
"7513","mt-Cytb",0.000368001483004507,14.7501456248358,1.53500779052461e-49,1.28190206150922e-46
"7503","mt-Co1",0.000351183893374796,14.0582031364706,3.43030590260797e-45,2.57821791640015e-42
"454","Celf2",0.000339841696646003,13.5915400770877,2.24760467765634e-42,1.53572697793319e-39
"5052","Camk2b",0.00032922900982322,13.1548919550867,7.97556799684371e-40,4.99536408868978e-37
"1131","Gria3",0.000322475780010399,12.8770372360651,3.03091019551935e-38,1.75233238688642e-35
"2028","Rsrp1",0.000320812238068092,12.8085925078725,7.33863328533898e-38,3.93979769804341e-35
"4226","Ndrg4",0.000313662141367756,12.5144091075271,3.11347677764181e-36,1.56005943071706e-33
"7502","mt-Nd2",0.000301721248158711,12.0231132950897,1.34327404770837e-33,6.31002983911005e-31
"1226","Ogt",0.000280459942359313,11.1483386594464,3.6477882124787e-29,1.61275154147e-26
"1450","Gria2",0.000279483554078249,11.1081661643574,5.72432455624561e-29,2.39022352026344e-26
"7501","mt-Nd1",0.000274973058060058,10.9225864286576,4.49493357955408e-28,1.77810109389097e-25
"7510","mt-Nd4",0.00027135386523114,10.773678449152,2.29158135827166e-27,8.5380202684145e-25
"4129","Unc13a",0.000271263944451389,10.7699787508322,2.3855564879817e-27,8.5380202684145e-25
"6637","Rpl24",0.00021548390534335,8.47496621268975,1.17573886939708e-17,4.01675151926748e-15
"7508","mt-Nd3",0.000197335265395167,7.72825902321221,5.45136656560166e-15,1.78141178726357e-12
"1562","Atp1a1",0.000195100395571369,7.6363075949101,1.11769952544068e-14,3.50026234717174e-12
"1643","Rpl34",0.000194960544346823,7.63055355961466,1.16873913466372e-14,3.51369733445301e-12
"358","Pbx1",0.000189025176455854,7.38634893111165,7.54577175138518e-14,2.18130848013119e-11
"3166","Rps16",0.000181161718020142,7.06281499331419,8.15814491368081e-13,2.27098582115648e-10
"1417","Dclk1",0.000180288801354846,7.02689973180412,1.05586501303046e-12,2.83424337069177e-10
"133","Unc80",0.000175288164676015,6.82115366098506,4.515613788664e-12,1.17032252536547e-09
"7181","Camk2a",0.000171034347680748,6.64613472060404,1.50444937955947e-11,3.769147178923e-09
"1057","Kcnq2",0.000163808746854521,6.34884478038572,1.08468889606827e-10,2.62984572349973e-08
"346","Atp1b1",0.00016092665097907,6.23026389955347,2.3282505309179e-10,5.46847843449341e-08
"2494","Atp2a2",0.000159850805522333,6.18599934090855,3.08551326114723e-10,7.02749020326746e-08
"5024","Inpp5j",0.00015493349351155,5.98368157815389,1.09074795426368e-09,2.41119459536642e-07
"967","Snhg11",0.000154445461261191,5.96360199141459,1.23368660673306e-09,2.64925386748734e-07
"6597","Rpl35a",0.000151413952702168,5.83887367885518,2.62774482604814e-09,5.48614725349384e-07
"6171","Rpl37",0.000144085950578956,5.53737054222716,1.53523246814045e-08,3.11859654879556e-06
"5224","Ubb",0.000143280527218045,5.5042322235497,1.85390274440324e-08,3.6668244807723e-06
"7215","Rpl17",0.000135241795538263,5.17348684776879,1.14882651547487e-07,2.21399489495105e-05
"6091","Nrxn3",0.000134573038841557,5.14597153891551,1.33069887166948e-07,2.50038317986696e-05
"7179","Rps14",0.00013291340756427,5.077687711027,1.91027989781973e-07,3.50186919805197e-05
"3407","Rpl27a",0.000128803214338005,4.90857802341641,4.58695655379975e-07,8.20846796627593e-05
"4325","Rpl13",0.000127910567829035,4.87185099771021,5.5278768606565e-07,9.52794067377559e-05
"3128","Rps19",0.000127867375746328,4.87007390373631,5.57782583350354e-07,9.52794067377559e-05
"6664","App",0.000127679588105208,4.86234757371273,5.80008498103881e-07,9.68743082610838e-05
"3582","Kcnq1ot1",0.000125236479766432,4.76182838514292,9.59234002963196e-07,0.000156730494918943
"2924","Atp2b2",0.000121216367456305,4.59642498449969,2.14900806582562e-06,0.000343658396228625
"4545","Itm2b",0.000116896814963988,4.41870142446722,4.9647855962688e-06,0.00077740267794909
"6208","Rpl30",0.000116527866671623,4.40352142512618,5.32538799569665e-06,0.000816849309707265
"5550","Prkca",0.000113303283260202,4.27084924565416,9.73650064818453e-06,0.0014635907774351
"5829","Rps23",0.00011220231148556,4.22555089041186,1.19178474304543e-05,0.00175636355465284
"3673","Serinc1",0.000111952974857365,4.21529219039882,1.24727501855394e-05,0.00180279212297143
"365","Pcp4l1",0.000111652616079384,4.20293423632724,1.31738577244879e-05,0.00186820216334436
"769","Meis2",0.000108400750836835,4.06913957387561,2.35935373578383e-05,0.00328387086632431
"5099","Rps27a",0.000102527516297303,3.8274913584348,6.47279637909688e-05,0.00884537047005312
"7515","PISD",9.25276797358961e-05,3.41605833230598,0.000317673177979427,0.042636278673096
"720","Dgkz",9.16919989630428e-05,3.38167510342605,0.000360226498110116,0.0474993396455374
"3771","Rps15",8.90095236193537e-05,3.27130740477492,0.000535257384281734,0.0693619741424399
"7233","Mbp",8.83375720673795e-05,3.24366064687613,0.000590021227757673,0.075162704200452
"2735","Luc7l2",8.75919950056754e-05,3.21298464284092,0.000656816566732822,0.0822772219260649
"1588","Slc6a17",8.21472726855517e-05,2.98896712347015,0.00139961124907144,0.172450461442967
"6697","Pcp4",7.91857834745702e-05,2.86711968522057,0.00207113164536098,0.25107460397634
"4769","Nptn",7.80411013449001e-05,2.82002291222096,0.00240101103049931,0.286444427067188
"2347","Epha5",7.74663778245486e-05,2.7963765020308,0.00258395788216154,0.299686484365983
"6359","Shisa8",7.74427137216674e-05,2.79540286677193,0.00259175378975371,0.299686484365983
"1693","B230334C09Rik",7.72844855995436e-05,2.78889273286081,0.00264442895543676,0.301144364076708
"900","Cst3",7.37549914875637e-05,2.6436753151282,0.00410056413801778,0.459997612855845
"6004","Rps29",7.31076081967693e-05,2.61703939315476,0.00443480522492102,0.490176412801565
"5558","Rpl38",7.22757622519415e-05,2.58281394434349,0.0048999077978468,0.533734884182848
"5826","Cox7c",7.18761806190363e-05,2.56637356760312,0.00513840413047898,0.551717792066858
"1272","Bex1",7.07701281653031e-05,2.520866173027,0.00585331827258923,0.616441550607002
"7104","Apc",7.06945564960649e-05,2.51775685415231,0.00590524103827889,0.616441550607002
"4362","Synpr",7.04677060899545e-05,2.50842332669999,0.0060635641821197,0.624297923189201
"6143","Ckb",6.98026487398014e-05,2.48106022366901,0.00654961196606682,0.65206376346236
"6431","Tuba1a",6.97699085900389e-05,2.47971316376359,0.00657440548857345,0.65206376346236
"6823","Cdkn1a",6.95815024184675e-05,2.47196138493851,0.00671870150045247,0.65206376346236
"3054","Rpl28",6.85952701589669e-05,2.43138386944609,0.00752063463036372,0.65206376346236
