"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Tvp23b.1",1.71092945207927e-34,0.100364667658579,0.299,0.294,4.79026027993154e-30,"2","Tvp23b"
"Ap2m1.2",1.7865820401121e-34,0.167078634633056,0.669,0.636,5.00207239590586e-30,"2","Ap2m1"
"Rab6a.1",1.83112735058214e-34,0.171910655010539,0.566,0.506,5.12679035615988e-30,"2","Rab6a"
"Naa20.1",1.93728539738392e-34,0.141010476437041,0.426,0.399,5.42401165559549e-30,"2","Naa20"
"Zmat5.1",1.96022076149043e-34,0.111261672351289,0.37,0.362,5.48822608802089e-30,"2","Zmat5"
"Btg2.2",2.08210662320779e-34,0.24935420839748,0.658,0.742,5.82948212365716e-30,"2","Btg2"
"Ost4.2",2.10013469953568e-34,0.188447892364842,0.85,0.8,5.87995713175998e-30,"2","Ost4"
"Ankrd39",2.18135262035717e-34,0.114189900023352,0.188,0.162,6.10735106647599e-30,"2","Ankrd39"
"Mrpl34.2",2.22973470337867e-34,-0.117786031045959,0.356,0.507,6.24281122251959e-30,"2","Mrpl34"
"Sdf4.1",2.3189902735177e-34,0.129660430546737,0.591,0.585,6.49270896779487e-30,"2","Sdf4"
"Tprkb",2.35332714877422e-34,0.109291076842122,0.157,0.126,6.58884535113805e-30,"2","Tprkb"
"Pycard.2",2.39270079867509e-34,-0.153853154386047,0.177,0.315,6.69908369613052e-30,"2","Pycard"
"Whsc1l1.1",2.43194488831807e-34,0.102311067273117,0.331,0.34,6.80895929831293e-30,"2","Whsc1l1"
"Helz.1",2.46920130170911e-34,0.100364371028509,0.26,0.26,6.91326980452516e-30,"2","Helz"
"Pcmtd1.2",2.54705928337378e-34,0.137710754521626,0.324,0.297,7.13125658158992e-30,"2","Pcmtd1"
"Rpl11",2.57774582394903e-34,-0.1518607902196,0.999,0.997,7.21717275789248e-30,"2","Rpl11"
"Tcf3.1",2.59079270697677e-34,0.157278630966007,0.375,0.323,7.25370142099355e-30,"2","Tcf3"
"Sh3bp5.2",2.74471673550152e-34,-0.17853829800439,0.024,0.107,7.68465791605716e-30,"2","Sh3bp5"
"Add1.1",2.87505709789602e-34,0.132286816245588,0.398,0.377,8.04958486268927e-30,"2","Add1"
"Extl2",3.11116223660749e-34,0.114445962155006,0.125,0.072,8.71063203005364e-30,"2","Extl2"
"Invs",3.21534995689019e-34,0.125790735504703,0.117,0.052,9.00233680930115e-30,"2","Invs"
"Tacc1.2",3.27585728051383e-34,0.21680367119903,0.305,0.191,9.17174521398262e-30,"2","Tacc1"
"Lypla2.1",3.28227113365855e-34,-0.106328733781207,0.166,0.291,9.18970272001721e-30,"2","Lypla2"
"1700020I14Rik.1",3.36035800973285e-34,0.151669204491509,0.501,0.488,9.40833035565005e-30,"2","1700020I14Rik"
"Cfap20.1",3.59869277548942e-34,0.140251543654635,0.474,0.441,1.00756200328153e-29,"2","Cfap20"
"Nsmf",3.69497945042538e-34,0.13689496542886,0.16,0.098,1.0345203465301e-29,"2","Nsmf"
"Bbc3",3.93329488605422e-34,-0.141312981831,0.095,0.215,1.10124390219746e-29,"2","Bbc3"
"Uvssa.2",4.01340903751735e-34,0.148989209109058,0.202,0.159,1.12367426232411e-29,"2","Uvssa"
"Chchd7.1",4.1069222533844e-34,0.13589120570588,0.295,0.255,1.14985609250256e-29,"2","Chchd7"
"Hras.2",4.22354166159716e-34,-0.198335153628811,0.391,0.556,1.18250719441397e-29,"2","Hras"
"Cisd2.2",4.59612898774118e-34,0.112476412537557,0.485,0.49,1.28682419398778e-29,"2","Cisd2"
"Eif4e.1",4.82796916637515e-34,0.116958380252633,0.395,0.385,1.35173480720171e-29,"2","Eif4e"
"Rcor3.1",4.86012123113421e-34,0.110589251380089,0.191,0.169,1.36073674229296e-29,"2","Rcor3"
"Lrrc59.1",5.09648558608301e-34,0.137434749832531,0.392,0.359,1.42691403439152e-29,"2","Lrrc59"
"Olfm1",5.30841562749059e-34,0.136532809724894,0.124,0.04,1.48625020738482e-29,"2","Olfm1"
"Hnrnph3",5.53934346017914e-34,0.117481123508993,0.335,0.316,1.55090538198096e-29,"2","Hnrnph3"
"Smarce1.1",5.56486016229956e-34,0.130249736518276,0.515,0.497,1.55804954824063e-29,"2","Smarce1"
"Mtpn.1",6.13260002063508e-34,0.11999475822361,0.518,0.528,1.71700535377741e-29,"2","Mtpn"
"Ip6k2",6.60579300697371e-34,0.102864917116924,0.262,0.256,1.8494899260925e-29,"2","Ip6k2"
"Dazap1.1",6.69572520654613e-34,0.102005725518339,0.465,0.485,1.87466914332878e-29,"2","Dazap1"
"Slc22a17",6.87706140579636e-34,0.132460530714815,0.136,0.055,1.92543965239486e-29,"2","Slc22a17"
"Slc50a1.1",6.97372559457256e-34,0.158550915097816,0.433,0.377,1.95250369196842e-29,"2","Slc50a1"
"Pygo1",7.41573069989067e-34,0.141253075245978,0.131,0.051,2.07625628135539e-29,"2","Pygo1"
"Rer1.1",8.21825963751756e-34,0.170781883590834,0.706,0.657,2.30094833331217e-29,"2","Rer1"
"Coro1b.1",8.47311658098718e-34,0.107674288356612,0.36,0.37,2.37230318034479e-29,"2","Coro1b"
"Fam13a",8.61914479255198e-34,-0.113434786138901,0.023,0.102,2.4131881590187e-29,"2","Fam13a"
"St6gal1.1",8.80455728779997e-34,0.182823016591948,0.195,0.106,2.46509994943824e-29,"2","St6gal1"
"Phyh.1",9.65132473881755e-34,-0.134538380946904,0.148,0.276,2.70217790037414e-29,"2","Phyh"
"Matr3.1",9.98848471469427e-34,0.106716058155187,0.447,0.459,2.7965759504201e-29,"2","Matr3"
"Smc3.1",1.04386125691843e-33,0.128574387171472,0.385,0.374,2.92260274712022e-29,"2","Smc3"
"Mrps16.1",1.18619147061435e-33,0.111914891421916,0.497,0.501,3.32109887942606e-29,"2","Mrps16"
"2700060E02Rik.1",1.33966125384202e-33,0.166580297628015,0.794,0.762,3.75078357850688e-29,"2","2700060E02Rik"
"Tecpr1",1.40928959821717e-33,-0.147962623118102,0.14,0.268,3.94572901708842e-29,"2","Tecpr1"
"Ptdss2.1",1.42287075265819e-33,0.127398566313039,0.205,0.162,3.9837535332924e-29,"2","Ptdss2"
"Txnrd1.2",1.4708242953863e-33,-0.133677174134632,0.199,0.338,4.11801386222255e-29,"2","Txnrd1"
"Scd2.2",1.52035092472636e-33,-0.385101257156583,0.393,0.512,4.25667851904885e-29,"2","Scd2"
"1110046J04Rik",1.58468412988664e-33,0.126140152850392,0.12,0.057,4.4367986268566e-29,"2","1110046J04Rik"
"Commd1.1",1.64177063512024e-33,0.14329369831735,0.587,0.556,4.59662942420964e-29,"2","Commd1"
"Rae1.1",1.71291502922513e-33,0.104211551616966,0.249,0.237,4.79581949882452e-29,"2","Rae1"
"Saraf.2",1.89845338557315e-33,0.189134446767767,0.529,0.454,5.3152897889277e-29,"2","Saraf"
"Fbxo3.1",2.12003132800477e-33,0.112427373024065,0.287,0.269,5.93566371214776e-29,"2","Fbxo3"
"Mical1.1",2.12818719715232e-33,0.143521909923031,0.176,0.114,5.95849851458707e-29,"2","Mical1"
"Bcar3.2",2.26558584583929e-33,-0.102707702456568,0.053,0.147,6.34318725118086e-29,"2","Bcar3"
"Tcf25.1",2.35054148792239e-33,0.158086331884313,0.64,0.614,6.58104605788511e-29,"2","Tcf25"
"Poldip2",2.36845793673448e-33,0.121478334566593,0.336,0.309,6.63120853126919e-29,"2","Poldip2"
"Timm21.1",2.56914697175458e-33,0.123966206645421,0.219,0.177,7.19309769151846e-29,"2","Timm21"
"Bzw2.1",2.65091990635367e-33,0.111835004934578,0.235,0.211,7.42204555380901e-29,"2","Bzw2"
"Mtmr6.1",2.81844182121846e-33,0.112727702119913,0.189,0.164,7.89107341104745e-29,"2","Mtmr6"
"Fbl.1",2.86631530697826e-33,0.146737941459781,0.406,0.368,8.02510959647772e-29,"2","Fbl"
"Fam53b",2.87204984250405e-33,-0.176032904214905,0.163,0.3,8.04116514904283e-29,"2","Fam53b"
"Rabif.1",2.96077319810668e-33,0.101366935417693,0.199,0.176,8.28957280005908e-29,"2","Rabif"
"N6amt1.1",3.04404168976243e-33,0.122428511214769,0.262,0.238,8.52270792299685e-29,"2","N6amt1"
"Csnk2a1.1",3.20808014336009e-33,0.124172396776298,0.467,0.46,8.98198278537958e-29,"2","Csnk2a1"
"Nono.2",3.45930669088553e-33,0.108774107908906,0.579,0.603,9.68536687314131e-29,"2","Nono"
"Trnau1ap.1",3.58770240399886e-33,0.109730889265203,0.281,0.265,1.0044849190716e-28,"2","Trnau1ap"
"Sdccag3.1",3.67851071565301e-33,0.132660926958027,0.301,0.262,1.02990943016853e-28,"2","Sdccag3"
"Emsy",3.68848514226254e-33,0.133196974305251,0.254,0.226,1.03270207013067e-28,"2","Emsy"
"Rhou.2",3.8550848943113e-33,0.114804328168525,0.196,0.192,1.07934666870928e-28,"2","Rhou"
"Wrb",3.97348971192587e-33,0.120293297613391,0.122,0.074,1.112497649545e-28,"2","Wrb"
"Snx17.1",4.07092381771156e-33,0.10879557695806,0.375,0.375,1.13977725048288e-28,"2","Snx17"
"Mrps11.1",4.20734326746086e-33,0.119022263784628,0.299,0.27,1.17797196802369e-28,"2","Mrps11"
"Alkbh3.1",4.23447645965778e-33,0.108699355294152,0.208,0.18,1.18556871917498e-28,"2","Alkbh3"
"Sox12",4.46663004432341e-33,0.135802514163859,0.149,0.074,1.25056707980967e-28,"2","Sox12"
"Lamtor1.1",4.67292123087577e-33,0.115120321587001,0.548,0.551,1.3083244862206e-28,"2","Lamtor1"
"Zbtb8a.1",4.77082114876167e-33,0.128589988707448,0.169,0.114,1.33573450523029e-28,"2","Zbtb8a"
"Rogdi.1",5.18305652216015e-33,-0.129216816993839,0.087,0.2,1.4511521650744e-28,"2","Rogdi"
"Baz2b.2",5.20513566959093e-33,0.152427306058493,0.401,0.354,1.45733388477207e-28,"2","Baz2b"
"Alkbh1.1",5.464579162726e-33,0.120337800720185,0.245,0.222,1.52997287398002e-28,"2","Alkbh1"
"Cndp2.1",5.6414744979286e-33,-0.128439199286491,0.151,0.279,1.57950002993005e-28,"2","Cndp2"
"Hs3st1.1",5.66173824019243e-33,0.135613269662969,0.173,0.14,1.58517347248908e-28,"2","Hs3st1"
"Ppig.1",5.72249632567078e-33,0.151222888581149,0.575,0.55,1.6021845212613e-28,"2","Ppig"
"Zzz3.1",5.74532415588633e-33,0.100370365032504,0.216,0.21,1.60857585716506e-28,"2","Zzz3"
"Hmgn1.2",6.68892701180265e-33,0.131838560840025,0.952,0.874,1.87276578476451e-28,"2","Hmgn1"
"Blvra.1",6.82608069896103e-33,0.119506188850772,0.216,0.192,1.91116607409511e-28,"2","Blvra"
"Alg5.1",6.96258567046859e-33,0.107140524096915,0.326,0.313,1.9493847360178e-28,"2","Alg5"
"Rcl1",6.97091205224567e-33,0.11014300505691,0.115,0.079,1.95171595638774e-28,"2","Rcl1"
"Trim32",7.01201774916516e-33,0.11624045255974,0.122,0.068,1.96322472941126e-28,"2","Trim32"
"Atp6v0a1",7.36373240653114e-33,-0.101035819964654,0.088,0.193,2.06169779918059e-28,"2","Atp6v0a1"
"Phlda3.2",7.85414770333042e-33,0.178581553736109,0.417,0.267,2.19900427397845e-28,"2","Phlda3"
"Rnf26.1",7.95157685604831e-33,0.146356074849106,0.22,0.153,2.22628248815641e-28,"2","Rnf26"
"Npm3.1",8.09330112424317e-33,0.139664710552763,0.417,0.394,2.2659624487656e-28,"2","Npm3"
"Gpx3.2",8.14210895037806e-33,0.190031889866797,0.203,0.094,2.27962766392685e-28,"2","Gpx3"
"Ktn1.2",8.18657262267922e-33,0.130189885184892,0.473,0.479,2.29207660289773e-28,"2","Ktn1"
"D3Ertd254e",8.23789736989589e-33,0.124913320632483,0.125,0.066,2.30644650562345e-28,"2","D3Ertd254e"
"Rsbn1l.1",8.2708499102221e-33,0.107823155213634,0.372,0.378,2.31567255786398e-28,"2","Rsbn1l"
"Rpl39.1",8.49391685210098e-33,0.116040279315156,1,0.997,2.37812684025123e-28,"2","Rpl39"
"Bcl10.1",9.50472919031157e-33,0.106566912449265,0.392,0.39,2.66113407870343e-28,"2","Bcl10"
"Psmd6.1",1.00064024481411e-32,0.126474062724577,0.373,0.353,2.80159255743053e-28,"2","Psmd6"
"Bcl9.1",1.022255648022e-32,0.102441786313545,0.175,0.158,2.86211136333199e-28,"2","Bcl9"
"Mnat1.1",1.04542095595493e-32,0.100219405703952,0.303,0.299,2.92696959248261e-28,"2","Mnat1"
"Ing4.1",1.1135870861718e-32,0.104426665348685,0.374,0.373,3.11782112386382e-28,"2","Ing4"
"Elp5.1",1.1166744771212e-32,0.102963451782601,0.28,0.267,3.12646520104394e-28,"2","Elp5"
"Pds5b",1.14446112743456e-32,0.119808473438212,0.182,0.156,3.20426226459127e-28,"2","Pds5b"
"Zbtb44",1.20188839020841e-32,0.125468670595389,0.152,0.103,3.36504711490549e-28,"2","Zbtb44"
"Cdc42se2.2",1.2070933631349e-32,-0.136812441286727,0.198,0.335,3.3796199981051e-28,"2","Cdc42se2"
"Cav1.2",1.35792202506411e-32,-0.243569309787745,0.527,0.423,3.8019100857745e-28,"2","Cav1"
"Tsc22d4.1",1.36107839193798e-32,0.114934839833231,0.408,0.41,3.81074728174796e-28,"2","Tsc22d4"
"Pfdn4.1",1.37368709682889e-32,0.114785218035753,0.417,0.401,3.84604913370154e-28,"2","Pfdn4"
"BC005561",1.42940379849347e-32,0.128459875140398,0.399,0.388,4.00204475502202e-28,"2","BC005561"
"Senp6.1",1.46702091409931e-32,0.159849731113759,0.54,0.502,4.10736515529526e-28,"2","Senp6"
"Snx5",1.57716670378233e-32,-0.161236761375062,0.246,0.394,4.41575133724977e-28,"2","Snx5"
"Cbx3.1",1.59707622656438e-32,0.204887973432335,0.559,0.502,4.47149401913496e-28,"2","Cbx3"
"Actr10.1",1.75449562484648e-32,0.118989835707045,0.351,0.332,4.91223685044518e-28,"2","Actr10"
"Eif2a.1",1.94637099422866e-32,0.105613920266788,0.335,0.328,5.44944950964141e-28,"2","Eif2a"
"Emc3.1",2.01479312779419e-32,0.129084371602354,0.411,0.392,5.64101779919817e-28,"2","Emc3"
"Bvht.2",2.01543319112739e-32,-0.210445439916574,0.037,0.125,5.64280984851847e-28,"2","Bvht"
"4833439L19Rik.1",2.2148069532141e-32,0.10721085823044,0.336,0.331,6.20101650760885e-28,"2","4833439L19Rik"
"Fis1.1",2.22770128651035e-32,-0.190595050935511,0.71,0.828,6.23711806197168e-28,"2","Fis1"
"Gna13.2",2.53776555012846e-32,0.124564434163323,0.33,0.312,7.10523598724966e-28,"2","Gna13"
"Herpud2.1",2.7400084177913e-32,0.114838009661434,0.198,0.17,7.67147556813207e-28,"2","Herpud2"
"Dram2.1",2.8496251215155e-32,-0.167743687007841,0.269,0.419,7.9783804152191e-28,"2","Dram2"
"Fgd1",3.02155054351926e-32,0.108838014824333,0.108,0.047,8.45973721174522e-28,"2","Fgd1"
"Dap.2",3.30348111803659e-32,0.178026399719518,0.592,0.541,9.24908643427885e-28,"2","Dap"
"Tbcb.2",3.37927581135315e-32,0.147126843971361,0.562,0.525,9.46129641662656e-28,"2","Tbcb"
"Rbm18.1",3.61674616001621e-32,0.136003549756218,0.288,0.245,1.01261658988134e-27,"2","Rbm18"
"Stag1.1",3.64653233308924e-32,0.109874959309513,0.259,0.246,1.02095612261832e-27,"2","Stag1"
"Ppdpf.1",3.66246326531097e-32,-0.179192473114502,0.549,0.703,1.02541646502177e-27,"2","Ppdpf"
"Iah1.2",3.76902241301194e-32,-0.170799915608477,0.277,0.428,1.05525089519508e-27,"2","Iah1"
"Ube2g1.1",3.82039518538637e-32,0.100226692536432,0.334,0.33,1.06963424400447e-27,"2","Ube2g1"
"Stk4",3.90180062056277e-32,-0.103550961650132,0.103,0.21,1.09242613774516e-27,"2","Stk4"
"Slc3a2.2",4.06791776847527e-32,-0.213722819849393,0.328,0.487,1.13893561681771e-27,"2","Slc3a2"
"Mgat4b.1",4.33158674441994e-32,-0.101019623564994,0.159,0.276,1.2127576567027e-27,"2","Mgat4b"
"Aldoa.2",4.36978145409112e-32,-0.219281254391595,0.589,0.735,1.22345141151643e-27,"2","Aldoa"
"Srsf6.1",4.4207631486634e-32,0.111044428419339,0.61,0.624,1.23772526636278e-27,"2","Srsf6"
"Rac3.1",4.48245328681853e-32,-0.13508182477134,0.092,0.205,1.25499727124345e-27,"2","Rac3"
"Birc3.1",4.54319715195339e-32,-0.119669364028769,0.026,0.108,1.27200433860391e-27,"2","Birc3"
"Ensa.1",4.89573621963038e-32,0.123312063949886,0.263,0.234,1.37070822677211e-27,"2","Ensa"
"Fbxw5.1",5.61919936993598e-32,0.119361948253206,0.238,0.2,1.57326343959468e-27,"2","Fbxw5"
"Gna12.2",5.88853590195525e-32,0.166009114813909,0.199,0.136,1.64867228182943e-27,"2","Gna12"
"Eif3g.1",5.96476888178447e-32,0.106440944973451,0.547,0.555,1.67001599152202e-27,"2","Eif3g"
"Trp53.1",6.15379314747964e-32,0.126927550136347,0.39,0.368,1.72293900543135e-27,"2","Trp53"
"Adrm1.1",6.71067858382212e-32,0.125633462247427,0.363,0.341,1.87885578989852e-27,"2","Adrm1"
"Nmi.1",7.35529366214141e-32,-0.12471245026564,0.087,0.196,2.05933511952635e-27,"2","Nmi"
"Mcee.1",7.77019154962823e-32,-0.14266734299237,0.285,0.426,2.17549823006491e-27,"2","Mcee"
"Luzp1.2",9.27752248494194e-32,0.19567088921826,0.542,0.459,2.59752074533404e-27,"2","Luzp1"
"Copg1.1",9.37870996091103e-32,0.107128512042296,0.29,0.272,2.62585121485587e-27,"2","Copg1"
"Snrnp40.1",1.03534613314009e-31,0.113758224433173,0.282,0.26,2.89876210356563e-27,"2","Snrnp40"
"Stub1.2",1.04864677158547e-31,0.154409226536635,0.629,0.602,2.93600123108499e-27,"2","Stub1"
"Eif2s2.2",1.05164448101035e-31,0.178709905749761,0.831,0.79,2.94439421793277e-27,"2","Eif2s2"
"Ift74.1",1.15337907087e-31,0.131990721203663,0.205,0.149,3.22923072262183e-27,"2","Ift74"
"Sms.2",1.15927321644911e-31,-0.104481042590951,0.187,0.309,3.24573315141422e-27,"2","Sms"
"Kif3a.1",1.16737050992151e-31,0.112770986021966,0.174,0.142,3.26840395367825e-27,"2","Kif3a"
"Bcar1.1",1.16900591314023e-31,0.129824341267498,0.187,0.14,3.27298275561001e-27,"2","Bcar1"
"Tsn.1",1.17409052841631e-31,0.128517071844918,0.583,0.575,3.28721866145999e-27,"2","Tsn"
"Cirbp.1",1.2131057299229e-31,0.149541495525999,0.67,0.663,3.39645342263815e-27,"2","Cirbp"
"Cdc25b",1.32294400964881e-31,-0.124257790683495,0.052,0.149,3.70397863821474e-27,"2","Cdc25b"
"Cib1.2",1.33224042939097e-31,-0.173303953652893,0.298,0.452,3.73000675420884e-27,"2","Cib1"
"Fance",1.34114345644368e-31,0.113440811987401,0.163,0.122,3.75493344935101e-27,"2","Fance"
"Rps15",1.43387255618642e-31,-0.144827642804906,0.998,0.998,4.01455638281073e-27,"2","Rps15"
"Ssr2.1",1.52602222642964e-31,0.180797039855948,0.849,0.798,4.27255702955769e-27,"2","Ssr2"
"Cdk19.1",1.53659152092439e-31,-0.137559733406061,0.063,0.164,4.3021489402841e-27,"2","Cdk19"
"Abcg2.1",1.68761663607499e-31,0.137447013818447,0.147,0.056,4.72498905768276e-27,"2","Abcg2"
"Phb.1",1.79200071947255e-31,0.107287221027899,0.298,0.282,5.01724361437925e-27,"2","Phb"
"Mxi1.1",2.05585680980958e-31,0.121303648892079,0.178,0.142,5.75598789610486e-27,"2","Mxi1"
"Pitpnb.1",2.14857271665725e-31,0.105601011193591,0.285,0.268,6.01557389209697e-27,"2","Pitpnb"
"2210013O21Rik.1",2.18554041785126e-31,0.152441495278632,0.456,0.41,6.11907606189995e-27,"2","2210013O21Rik"
"Fam53a.1",2.20449861314398e-31,0.102486229039298,0.198,0.177,6.17215521708051e-27,"2","Fam53a"
"Anp32a.2",2.26119065476446e-31,-0.257279513831207,0.617,0.755,6.33088159520954e-27,"2","Anp32a"
"Wdsub1",2.34468960344075e-31,0.125449453778064,0.149,0.095,6.56466195171341e-27,"2","Wdsub1"
"Ormdl3.1",2.50992882338926e-31,0.133117997968707,0.205,0.155,7.02729871972524e-27,"2","Ormdl3"
"Sardh",2.51018507279519e-31,0.118535397111373,0.123,0.061,7.02801616681197e-27,"2","Sardh"
"Cars.1",2.64455609586823e-31,0.128892624579649,0.174,0.111,7.40422815721187e-27,"2","Cars"
"Gtf2e2.1",2.65251014147384e-31,0.132124221063878,0.284,0.238,7.42649789409844e-27,"2","Gtf2e2"
"Spred2",2.75978711620543e-31,0.119802124175532,0.152,0.112,7.72685196795197e-27,"2","Spred2"
"Sema4c.1",2.80452429246808e-31,0.154988904373933,0.163,0.083,7.85210711405212e-27,"2","Sema4c"
"Mzt2",2.96506694156576e-31,0.106080072039165,0.226,0.206,8.3015944229958e-27,"2","Mzt2"
"Slc6a8.1",3.16303613469814e-31,0.107499562331538,0.175,0.146,8.85586856992784e-27,"2","Slc6a8"
"Ppp2r4.1",3.17980572555846e-31,0.107429642047509,0.38,0.377,8.90282007041857e-27,"2","Ppp2r4"
"Zfp157.1",3.24827305361866e-31,0.141549280915057,0.209,0.149,9.09451489552154e-27,"2","Zfp157"
"Tmem165.1",3.29623855112554e-31,0.142001004206958,0.544,0.52,9.2288086954413e-27,"2","Tmem165"
"Fam105a",3.57968667081138e-31,0.107628369607723,0.109,0.034,1.00224067409377e-26,"2","Fam105a"
"Wdr45b.1",3.75012443720344e-31,0.107022292663729,0.267,0.249,1.04995983992822e-26,"2","Wdr45b"
"Stk3.1",3.79500901139961e-31,0.115078730397018,0.176,0.148,1.06252662301166e-26,"2","Stk3"
"Srpk2.1",3.82422866608732e-31,0.109906417074996,0.367,0.361,1.07070754193113e-26,"2","Srpk2"
"Txndc17.2",3.86383104063605e-31,0.181261379802798,0.795,0.726,1.08179541475728e-26,"2","Txndc17"
"Ufsp2.1",3.97656545082762e-31,0.109642547282305,0.242,0.215,1.11335879492272e-26,"2","Ufsp2"
"Mthfd2",4.03549111541911e-31,0.112645674129814,0.114,0.068,1.12985680249504e-26,"2","Mthfd2"
"Ociad1.1",4.23942543924714e-31,0.110676071777223,0.564,0.568,1.18695433448041e-26,"2","Ociad1"
"Rps10",4.752550479323e-31,-0.175469796377662,0.999,0.997,1.33061908320085e-26,"2","Rps10"
"Frmd6",5.13862068062071e-31,0.136263851796893,0.193,0.152,1.43871101816019e-26,"2","Frmd6"
"Zc3h15.1",5.2863672042699e-31,0.112028268293073,0.475,0.483,1.48007708985149e-26,"2","Zc3h15"
"Snrpc.1",5.47126472594727e-31,0.147280633196781,0.625,0.593,1.53184469797072e-26,"2","Snrpc"
"Dynll2.2",5.73801909879709e-31,-0.200340143933857,0.371,0.528,1.60653058728121e-26,"2","Dynll2"
"Bloc1s4.1",6.05787146065256e-31,0.10980191295109,0.221,0.19,1.6960828515535e-26,"2","Bloc1s4"
"Tmem184b.2",6.15048377923866e-31,0.171296277051175,0.244,0.157,1.72201244851124e-26,"2","Tmem184b"
"Zfc3h1.1",6.78612345411381e-31,0.126335031299215,0.188,0.15,1.89997884468278e-26,"2","Zfc3h1"
"Stx16.2",7.39299204185591e-31,0.123078322284366,0.415,0.399,2.06988991187882e-26,"2","Stx16"
"Psmd12.1",7.74018304154407e-31,0.124343848526464,0.394,0.376,2.16709644797151e-26,"2","Psmd12"
"Nudcd2.1",7.9903890865245e-31,0.125662990448317,0.355,0.327,2.23714913644513e-26,"2","Nudcd2"
"Rraga.1",8.64683952803742e-31,0.129458151745338,0.386,0.352,2.42094213105992e-26,"2","Rraga"
"Cnksr3",9.42278649251137e-31,0.115960377070034,0.125,0.071,2.63819176217333e-26,"2","Cnksr3"
"Colgalt1.2",9.51770187685627e-31,0.125492051691596,0.335,0.307,2.66476617148222e-26,"2","Colgalt1"
"Capza2.1",9.58688586484844e-31,0.158989199192968,0.641,0.592,2.68413630444027e-26,"2","Capza2"
"Inpp5k",9.59403799938726e-31,-0.101676495158108,0.067,0.164,2.68613875906844e-26,"2","Inpp5k"
"Slc35b1.1",9.78893401632192e-31,0.130552493009972,0.381,0.355,2.74070574588981e-26,"2","Slc35b1"
"Map3k11.2",1.016906139815e-30,-0.130084470104053,0.067,0.168,2.84713381025405e-26,"2","Map3k11"
"Arl13b.1",1.02909958028806e-30,0.127991877607546,0.176,0.125,2.88127300489052e-26,"2","Arl13b"
"Arl8a.1",1.09540142376581e-30,0.13203698352828,0.253,0.208,3.06690490625952e-26,"2","Arl8a"
"Dnajb6.1",1.19398107313775e-30,0.106864782751664,0.566,0.578,3.34290820857106e-26,"2","Dnajb6"
"Nr2c2",1.2238710649228e-30,0.107504039710892,0.197,0.176,3.42659420757085e-26,"2","Nr2c2"
"Rhbdf1",1.36726853841303e-30,0.108704114583587,0.186,0.16,3.8280784538488e-26,"2","Rhbdf1"
"Poglut1.1",1.47333920677545e-30,0.114250914849448,0.141,0.093,4.12505511112991e-26,"2","Poglut1"
"Rpp21.1",1.55973829919286e-30,-0.148678630868297,0.38,0.533,4.36695529008018e-26,"2","Rpp21"
"Acp2",1.60445208757172e-30,0.124328481094991,0.174,0.136,4.4921449547833e-26,"2","Acp2"
"Ccnd2.2",1.7128664031019e-30,-0.26056974272501,0.723,0.62,4.79568335540471e-26,"2","Ccnd2"
"Fam111a",1.77128072516866e-30,-0.150028645382434,0.065,0.166,4.95923177432721e-26,"2","Fam111a"
"Tceb1.2",1.77312729573196e-30,0.14541446251591,0.706,0.686,4.96440180259036e-26,"2","Tceb1"
"Zdhhc16.1",1.92185710852476e-30,0.109058966687046,0.21,0.184,5.38081553244763e-26,"2","Zdhhc16"
"Chmp7.1",2.00808497526858e-30,0.117805461905016,0.211,0.166,5.62223631375696e-26,"2","Chmp7"
"Mycbp2.2",2.32667378492969e-30,0.132970130468073,0.381,0.362,6.51422126304615e-26,"2","Mycbp2"
"Ubr5.1",2.38228942967734e-30,0.114877870878577,0.256,0.229,6.6699339452106e-26,"2","Ubr5"
"Cacybp.1",2.60477457218882e-30,0.125002491258465,0.478,0.456,7.29284784721425e-26,"2","Cacybp"
"Polr2i.1",2.63248329304788e-30,0.117181250021978,0.531,0.523,7.37042672387545e-26,"2","Polr2i"
