"","X12.5","X13","X13.5","X14","X14.5","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24"
"Cre06.g267800",3.82395741795776,3.83920063204849,4.08518861273618,4.25043288746454,4.33836268603087,4.42900651005731,4.33473189470316,4.49714701527293,4.5338411500696,4.51859235552238,4.65315338361404,4.68467945284048,4.66253554825125,4.67449939452803,4.49408357745457
"Cre06.g268450",4.29360466285292,4.5010996109147,4.23480898441268,4.10287099533392,4.08720752890749,4.15883116381936,3.76060869875463,3.93018011261307,3.7743594853552,4.16721262878513,4.04276416674284,4.20507004718543,4.1261626473696,4.05444097497429,3.95527897498591
"Cre06.g268550",1.74344083481207,1.78537171389607,1.64920892317569,1.53263535669091,1.38924728169692,1.2206354952193,1.17724864849428,1.4166940188204,1.2588444563029,1.63347570535359,1.60094550716133,1.75039210521432,1.88370981306732,2.21181866483867,1.27529644485215
"Cre06.g268750",3.89124032272761,3.55548627779998,3.64752353100607,3.64639805124998,3.66130502896438,3.48477891065722,3.66495224292565,3.93526053236396,4.31189269014162,4.518830962862,4.68456200179817,4.8324841070342,5.02724990941577,5.20889249885459,5.45431967203192
"Cre06.g269350",2.41745595660115,2.77580691728632,2.27302957614051,2.25432841439073,2.23404725818922,2.2180955810432,1.92152460271988,1.84745959201507,1.77731898193218,2.12565882851898,2.12394932962711,2.58493965768799,2.49614130874276,2.52054437501418,2.30011852015678
"Cre06.g269450",5.99378595999079,5.97208801715259,6.4447487875399,6.67172639252794,6.73180404477836,6.7542728649134,6.77144616521458,6.71518748145175,6.74241826793546,6.43473541168814,6.42516362760675,6.2489666365458,6.12652774341054,5.81707804064751,6.03233828449429
"Cre06.g270150",5.3029982912434,5.23933908082054,5.23982072170792,4.91757060117395,4.79550213356753,4.60121486056378,4.39158981987421,4.1177988201531,3.56551128966584,2.96036757064003,2.48828950783719,1.93867581322463,2.18345483248576,1.5377817178574,0.808987734488706
"Cre06.g271050",3.99176657218475,4.22756594418428,4.58714253178236,4.5180289999793,4.39692681281576,4.25799998717492,4.11888065337158,4.14329791627281,3.92006013489171,3.89224816354915,3.82003080233908,3.7685428293607,3.7260582140046,3.84192891813109,3.70106339271348
"Cre06.g272000",3.03766009511696,3.07707822185156,3.03368114571579,3.17729607468555,3.21004748174843,3.23629668513776,3.3466817956723,3.44113382764573,3.5268452354771,3.63492081488272,3.71747387668564,3.64076029555394,3.59038811865747,3.66248412729693,3.70480069226743
"Cre06.g272050",6.42607199768907,6.44211793413936,6.75992021468617,6.80203876577064,6.73388414555869,6.69758649404296,6.55988917104328,6.50984049910737,6.45739560056599,6.51280861008382,6.39491906168857,6.43192959932086,6.30180185383122,5.91787347932175,6.19097522748822
"Cre06.g272800",11.9800881929199,12.0687408007698,12.2191417456898,12.2641898517822,12.3230721548287,12.2796497363405,12.505264316893,12.2792163729366,12.2801348856509,11.8605868450987,12.001338711585,11.6354380942436,11.5040087166467,11.5923333907605,11.5434048516868
"Cre06.g272850",5.87368208878384,6.3489054282585,7.36449198409446,7.73165429285866,8.11172650645639,8.19555149020128,8.48724148281006,8.57559507583142,8.64208632377417,8.32870004788524,8.44296346837609,8.21726230427661,8.14490108059642,8.24387042177972,8.6947063758489
"Cre06.g273413",3.93410350880501,4.38822345823352,4.45673811604477,4.58852619446305,4.48820178182224,4.42580819115926,4.22668966813318,4.6838575269656,4.66834521377688,5.25784756884607,5.18856054026152,5.58073904097634,5.50528940980352,5.13372248566985,5.23842558378748
"Cre06.g273500",2.95885144582592,3.07911175209488,2.9014537034374,2.8487579273584,2.90399529915327,2.71714564073677,2.57327140631944,2.00301882547941,1.43653057383181,1.26573439970509,1.41713109981261,1.25456287221832,1.36804697154819,1.15253290891856,1.55981006063064
"Cre06.g275100",7.57462521566574,7.78661697903327,8.11076160450128,8.30997623482152,8.34989708348877,8.23538982519647,8.17878712878194,8.30019282933078,8.17813416263928,8.33596264712516,8.34689139617983,8.42743033530015,8.2327930354165,7.72761537741551,7.87245325240567
"Cre06.g275450",4.2863835701098,4.09783334815414,3.91263841502743,3.8314311915751,3.74775348984422,3.93121670665951,3.74625709003498,3.52943660131927,3.36308618695178,3.21566505618574,3.28047056099259,3.07155893318169,2.91733892389377,2.546878108966,2.06609921758462
"Cre06.g275650",6.74536978180558,6.1903387941913,5.51759469662013,5.26411617325603,5.1277908527199,5.04814334145255,4.95544828874789,4.70811903569873,4.38181254726629,4.20887436917618,4.19355006443995,3.84514093572861,3.77642490844328,4.16589523728129,4.05805390391252
"Cre06.g277000",4.03607541519491,3.94721324265176,3.82939507939503,3.87981831491234,3.92384345962082,3.89018156144335,3.80730262246649,3.95176621212487,4.04236354223348,4.00166169231574,4.0542898272445,3.82028696720876,3.74229082653327,4.04190452425867,3.8332959326653
"Cre06.g277050",2.28541663618341,2.88743885139909,3.55181490887438,3.91117515360082,3.86007341623077,3.79569112016746,3.93296942592209,4.27687607646662,4.35142935581853,4.90675273292416,4.96734397648362,5.21538577008972,5.20559002057481,4.88732682677471,5.02040197884233
"Cre06.g278116",3.61163983176624,3.52777408531957,3.42943535715967,3.40293886112543,3.61205439335486,3.66996663357001,3.45997415405172,3.44445318993685,3.52281737034764,3.46011419111906,3.32540460595247,3.29272917096182,3.307755158876,3.17218799318289,3.04301926893043
"Cre06.g278122",4.9855143378661,4.65074078109263,4.67014769424301,4.69810155189981,4.83240412990914,4.94604163336165,5.05927428627664,5.10411795966383,5.27558059164666,5.48605743940421,5.50513284877246,5.65466603856153,5.95737036753965,5.86183142134584,5.77006845684845
