2.2932,-0.14952,-0.014207
1.2581,0.32068,0.1473
0.50076,-1.008,0.041981
3.55,-0.13507,-0.17993
1.275,0.11814,-0.095261
0.86345,-0.50546,-0.26638
1.1353,0.024352,-0.052683
0.90354,0.38616,0.41251
1.9713,0.1456,0.18968
1.3124,0.11383,0.22079
0.97635,0.051542,-0.092952
1.9176,0.095428,0.46236
1.9281,-0.6794,0.2178
1.1455,0.28506,0.21705
1.4802,0.041592,0.31676
0.051166,0.0022761,-0.0092732
1.5625,-0.18397,0.35663
0.81958,-0.38395,-0.28589
1.6945,-0.38052,0.095911
1.2347,-0.19542,0.11099
0.4575,0.0523,-0.12381
2.7974,0.22542,-0.19933
1.832,-0.039071,0.02237
0.87356,0.056611,0.045323
2.1593,0.45336,0.063162
1.2786,0.070911,0.13642
0.33625,-0.37844,0.068207
1.1961,0.078316,0.10391
0.49781,0.28464,0.12249
1.2204,0.94725,-0.19237
-0.30302,0.76184,-0.30513
1.4521,0.054217,0.094065
0.85467,-0.10333,0.29633
1.2728,-0.25361,0.014153
1.2313,-0.26595,-0.030854
1.0311,-1.5358,-0.32612
1.8041,0.062655,0.045057
2.5462,1.0721,0.042679
1.4886,-0.065438,-0.13029
3.624,-0.32166,-0.1629
0.8495,-0.3898,0.056017
0.95854,-0.33412,0.21556
4.0295,-0.083797,-0.15269
0.7583,-0.13727,-0.032341
1.2911,-0.4972,0.050724
2.3408,0.16855,-0.25695
0.99914,-0.28324,0.33938
1.15,-0.045349,-0.05242
2.3814,-0.44861,0.046434
1.5845,0.27501,0.036596
2.8454,0.085201,-0.094161
1.6295,0.17926,0.0084074
0.7963,-0.077056,0.18671
1.4102,-0.0017872,-0.10505
0.33278,-0.52485,-0.14032
2.2627,-0.21941,0.050302
2.1603,-0.311,0.08931
0.63327,0.10905,0.13742
1.7444,-0.12627,0.084528
2.5994,0.16164,0.15928
1.2192,-0.011187,-0.032063
0.85973,-0.67716,-0.028723
2.2397,0.16161,-0.098968
1.2798,0.3886,-0.1091
1.093,-0.14095,-0.087672
1.4198,-0.083461,-0.14632
1.0118,-0.085409,0.00017365
2.7885,-0.45575,-0.15023
0.7673,0.24609,0.30111
1.1316,-0.035324,-0.024788
0.95587,0.0026245,0.2423
1.8964,-0.25509,-0.22145
3.1165,-1.1036,0.20389
2.0956,0.10174,-0.0072572
1.2832,-0.11932,-0.092503
1.4648,0.29525,-0.12599
0.77024,-0.10381,0.18214
1.0504,0.04553,0.25277
0.6895,-0.013193,-0.13569
1.8034,1.3237,-0.3236
